id	observed_phase	shard	gate	kind	test_file	test	group	signature	disposition	disposition_repository	disposition_issue	disposition_url
deterministic-068	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > uses persisted install records instead of retired config records	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-069	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects invalid config snapshots before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-070	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > allows index-only legacy id migration when an included plugins section has no references	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-071	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks child load-path cleanup beside include-owned plugin config	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-072	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > does not rewrite source config for persisted install record-only updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-073	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > commits a moved managed npm load path with its replacement record	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-074	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rolls back persisted install records when source config changes during a records-only update	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-075	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rolls back persisted install records when included config changes during a records-only update	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-076	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rolls back persisted install records when records-only update invalidates config	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-077	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks legacy plugin id migration before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-078	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks catalog-declared plugin id migration before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-079	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks managed npm load-path reconciliation before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-080	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks possible 'ClawHub' id migration before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-081	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks possible 'git' id migration before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-082	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks possible 'marketplace' id migration before updater side effects	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-083	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > blocks possible legacy id migration when an included plugins section is unresolved	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-084	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > ignores retired plugin records during hook-only ownership checks	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-085	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > skips an exact orphan path record during bulk update	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-086	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > preserves skip behavior for ClawHub records missing package metadata	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-087	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > exits when update is called without id and without --all	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-088	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > reports no tracked plugins or hook packs when update --all has empty install records	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-089	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes dangerous force unsafe install to plugin updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-090	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes the 'beta' channel to probe 'beta' for targeted exact pins	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-091	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes the 'stable' channel to probe 'latest' for targeted exact pins	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-092	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes the inferred core channel to a targeted update without enabling catalog sync	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-093	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > syncs official catalog specs with beta channel context for update --all	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-094	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > infers the official catalog channel from the installed core for update --all	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-095	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes extended-stable channel and installed core version to update --all	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-096	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > binds explicit update acceptance to the reviewed capability surface	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-097	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > shows widened capabilities and requests consent for interactive plugin updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-098	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > does not pass an interactive ClawHub risk prompt to dry-run plugin updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-099	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes an install-policy warning prompt to interactive plugin updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-100	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > passes noninteractive install-policy acknowledgement to plugin updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-101	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > shares invocation-wide install-policy acknowledgement across bulk plugin and hook updates	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-102	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > keeps durable state when transaction cleanup fails after the write	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-103	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > exits non-zero when a plugin update reports an error after persisting successes	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-104	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > exits non-zero when a ClawHub update is skipped because the target release is blocked	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-105	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > exits non-zero when a ClawHub update is skipped because security data is unavailable	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-106	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > exits non-zero when a hook pack update reports an error	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-107	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-install-bundled-failures.test.ts	cli  src/cli/plugins-install-bundled-failures.test.ts > plugin install bundled failure propagation > fails when direct bundled source execution fails	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-108	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-install-bundled-failures.test.ts	cli  src/cli/plugins-install-bundled-failures.test.ts > plugin install bundled failure propagation > fails when an npm package-not-found bundled fallback fails	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-109	confirm-determinism-red	agentic-control-plane-agent-chat	test shard (agentic-control-plane-agent-chat)	test	src/gateway/server.chat.acp-completion.test.ts	gateway-server  src/gateway/server.chat.acp-completion.test.ts > Gateway ACP completion ownership > completes 'runtime timeout' once with truthful transcript ownership	acp-timeout-kind-publication	expected undefined to be 'timeout'	EXISTING_ISSUE	karmaterminal/openclaw	1276	https://github.com/karmaterminal/openclaw/issues/1276
deterministic-110	confirm-determinism-red	agentic-control-plane-agent-chat	test shard (agentic-control-plane-agent-chat)	test	src/gateway/server.chat.acp-completion.test.ts	gateway-server  src/gateway/server.chat.acp-completion.test.ts > Gateway ACP completion ownership > completes 'suppressed runtime timeout' once with truthful transcript ownership	acp-timeout-kind-publication	expected undefined to be 'timeout'	EXISTING_ISSUE	karmaterminal/openclaw	1276	https://github.com/karmaterminal/openclaw/issues/1276
deterministic-111	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-chain-break-reset.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-chain-break-reset.test.ts > runReplyAgent :: continuation chain-break reset > resets the chain budget to 0 on a fresh (non-wake) turn-entry, upstream of inference	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-112	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-chain-break-reset.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-chain-break-reset.test.ts > runReplyAgent :: continuation chain-break reset > does NOT reset the chain budget on a continuation-wake turn-entry (count carries forward)	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-113	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-chain-break-reset.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-chain-break-reset.test.ts > runReplyAgent :: continuation chain-break reset > resets a stale at-cap chain budget on an ordinary subagent-return so a fresh continuation passes the cap (doom-lock)	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-114	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > bracket-delayed delegate fires through TaskFlow hedge with matching fire and dispatch chain.id	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-115	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > tool-delegate immediate dispatch emits exactly one `continuation.delegate.dispatch` with chain.id	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-116	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > tool-delegate immediate dispatch preserves singular targetSessionKey into spawned continuation run	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-117	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > immediate bracket delegate derives its hop from persisted chain state, not pending delayed rows	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-118	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > dispatches a delegate retained only in raw terminal text after display sanitization	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-119	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > immediate bracket delegate preserves raw spawn task and trusted spawn echo	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-120	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > restart-survival: bracket-delayed delegate remains in TaskFlow and fires with fire-time hop	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-121	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: continuation.delegate.fire span > bare-silent quiet-channel bracket-delayed delegate hedges, fires, and persists chain count	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-122	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts > runReplyAgent :: matured consumed delegate spawns immediately > matured consumed delegate fires on next dispatch without second full-delay wait	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-123	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts > runReplyAgent :: continuation-delegate rejection observability > surfaces spawnResult.error into log + system event when error present (bracket-delegate immediate path)	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-124	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts > runReplyAgent :: continuation-delegate rejection observability > falls back to `delegation was not accepted.` when spawnResult.error is absent (bracket-delegate immediate path)	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-125	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts > runReplyAgent :: continuation-delegate rejection observability > preserves raw rejected spawn task and trusted reject event echoes	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-126	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-delegate-reject-obs.test.ts > runReplyAgent :: continuation-delegate rejection observability > preserves raw failed spawn task and trusted failure event echoes	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-127	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-span-uniformity.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-span-uniformity.test.ts > runReplyAgent :: delegate dispatch span uniformity > emits uniform continuation.delegate.dispatch spans for silent and silent-wake tool delegates	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-128	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts > runReplyAgent :: continuation.work span > preserves child-token updates committed while a work reservation is active	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-129	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts > runReplyAgent :: continuation.work span > fails queued continue_delegate rows from incomplete non-replay-safe turns	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
